"chapter","verse","sanskrit","transliteration","translation_danish","translation_english","footnotes_translation_danish","footnotes_transliteration","footnotes_sanskrit"
"2","44","अथ कुम्भकभेदाः
सूर्यभेदनमुज्जायी सीत्कारी शीतली तथा ।
भस्त्रिका भ्रामरी मूर्च्छा प्लाविनीत्यष्टकुम्भकाः ॥४४॥","atha kumbhakabhedāḥ
sūryabhedanam ujjāyī sītkārī śītalī tathā |
bhastrikā bhrāmarī mūrcchā plāvinīty aṣṭakumbhakāḥ || 2.44 ||","[2.44] Følgende er de otte kumbhakaer: Sūryabhedana, Ujjāyī, Sītkārī,
Śītalī, Bhastrikā, Bhrāmarī, Mūrcchā og Plāvinī.[^81]","[2.44] Kumbhakas are of eight kinds, viz., Sūrya Bhedan, Ujjāyī, Sītkarī, Sītalī, Bhastrikā, Bhrāmarī, Mūrchhā, and Plāvinī.","[^81]: Termerne for kumbhakaerne kan tentativt oversættes som Sūryabhedana-kumbhaka, 'Den solsplittende kumbhaka', Ujjayī-kumbhaka,'Den sejrrige kumbhaka', Sītkārī,'Kumbhakaen, der frembringer lyden sīt', Śītalī, 'Den kølende kumbhaka', Bhastrikā, 'Den lille blæsebælgskumbhaka', Bhrāmarī, 'Kumbhakaen, der frembringer lyden af en humlebi', Mūrchā eller Mūrcchā, 'Den bedøvende kumbhaka', og Plāvinī, 'Den overstrømmende kumbhaka'.",NA,NA
"2","45","पूरकान्ते तु कर्तव्यो बन्धो जालन्धराभिधः ।
कुम्भकान्ते रेचकादौ कर्तव्यस्तूड्डियानकः ॥४५॥","pūrakānte tu kartavyo bandho jālandharābhidhaḥ |
kumbhakānte recakādau kartavyas tūḍḍiyānakaḥ || 2.45 ||","[2.45] Ved indåndingens afslutning udføres bandhaen ved navn
Jālandhara. Ved kumbhakaens[^82] afslutning og påbegyndelsen af
udåndingen udføres Uḍḍiyānabandha.[^83]","[2.45] At the end of Pūraka, Jālandhara Bandha should be performed, and at the end of Kumbhaka, and at the beginning of Rechaka, Uddiyāna Bandha should be performed. [2.45] Kumbhaka is the keeping the air confined inside. Rechaka is expelling the confined air. The instructions for Puraka, Kumbhaka and Rechaka will be found at their proper place and should he carefully followed.","[^82]: Kumbhaka er en særlig åndedrætsteknik, hvor man lukker næsen med højre hånd og holder vejret, hvorved man omdanner lungerne til en 'krukke' eller 'gryde' (kumbhaka) af luft.
[^83]: Uḍḍiyāna-bandha, 'Mavelåsen'.",NA,NA
"2","46","अधस्तात्कुञ्चनेनाशु कण्ठसंकोचने कृते ।
मध्ये पश्चिमतानेन स्यात्प्राणो ब्रह्मनाडिगः ॥४६॥","adhastāt kuñcanenāśu kaṇṭhasaṅkocane kr̥te |
madhye paścimatānena syāt prāṇo brahmanāḍigaḥ || 2.46 ||","[2.46] Når man hurtigt sammentrækker struben, spænder forneden og
trækker sammen i midten med Paścimatānāsana,[^84] vil prāṇa
gennemstrømme Brahman-kanalen.[^85]","[2.46] By drawing up from below (Mūla Bandha) and contracting the throat (Jālandhara Bandha) and by pulling back the middle of the front portion of the body (i.e., belly), the Prāṇa goes to the Brahma Nādī (Suṣumnā). [NOTE3]","[^84]: Se 1.28-29.
[^85]: Brahma-nāḍī, 'Brahman-kanalen', dvs. kanalen, som fører til brahman (det upersonlige absolutte i modsætning til den mandlige skabergud Brahmā). Brahmanāḍī er synonym for Suṣumnā-kanalen.",NA,NA
"2","47","अपानमूर्ध्वमुत्थाप्य प्रणं कण्ठादधो नयेत् ।
योगी जराविमुक्तः सन्षोडशाब्दव​या भवेत् ॥४७॥","āpānam ūrdhvam utthāpya prāṇaṃ kaṇṭhād adho nayet |
yogī jarāvimuktaḥ san ṣoḍaśābdavayā bhavet || 2.47 ||","[2.47] Man fører apānaen opad og prāṇaen fra struben og nedad. Yogien,
som har overvundet døden, bliver som en spændstig 16-årig.
Dette er Sūryabhedanakumbhaka:","[2.47] By pulling up the Apāna Vāyu and by forcing the Prāṇa Vāyu down the throat, the Yogī, liberated from old age, becomes young, as it were 16 years old. [4]",NA,NA,NA
"2","48","अध सूर्यभेदनम्
आसने सुखदे योगी बद्ध्वा चैवासनं ततः ।
दक्षनाड्या समाकृष्य बहिस्थं पवनं शनैः ॥४८॥","atha sūryabhedanam
āsane sukhade yogī baddhvā caivāsanaṃ tataḥ |
dakṣanāḍyā samākr̥ṣya bahisthaṃ pavanaṃ śanaiḥ || 2.48 ||","[2.48-49] Når yogien har holdt kumbhakaen så længe som muligt mellem
hårtoppen og tåspidsen, bør han indtage en behagelig āsana. Han skal
fastholde denne og trække luft udefra forsigtigt ind gennem højre
kanal[^86] og ånde forsigtigt ud gennem venstre kanal.[^87]","[2.48] Taking any comfortable posture and performing the āsana, the Yogī should draw in the air slowly, through the right nostril.","[^86]: Højre næsebor.
[^87]: Venstre næsebor.",NA,NA
"2","49","आकेशादानखाग्राच्च निरोधावधि कुम्भयेत् ।
ततः शनैः सव्यनाड्या रेचयेत्पवनं शनैः ॥४९॥","ākeśād ānakhāgrāc ca nirodhāvadhi kumbhayet |
tataḥ śanaiḥ savyanāḍyā recayet pavanaṃ śanaiḥ || 2.49 ||",NA,"[2.49] Then it should be confined within, so that it fills from the nails to the tips of the hair, and then let out through the left nostril slowly. [5]",NA,NA,NA
"2","50","कपालशोधनं वातदोषघ्नं कृमिदोषहृत् ।
पुनः पुनरिदं कार्यं सूर्यभेदनमुत्तमम् ॥५०॥","kapālaśodhanaṃ vātadoṣaghnaṃ kr̥midoṣahr̥t |
punaḥ punar idaṃ kāryaṃ sūryabhedanam uttamam || 2.50 ||","[2.50] Yogien bør gentage denne Sūryabhedana, den ypperste
åndedrætsøvelse, som renser kraniet, helbreder luftvejssygdomme og
bekæmper indvoldsorm.
Dette er Ujjayīkumbhaka:","[2.50] This excellent Sūrya Bhedana cleanses the forehead (frontal sinuses), destroys the disorders of Vāta, and removes the worms, and, therefore, it should be performed again and again. [6]",NA,NA,NA
"2","51","अथोज्जायी
मुखं संयम्य नाडीभ्यामाकृष्य पवनं शनैः ।
यथा ल​गति कण्ठात्तु हृदयावधि सस्वनम् ॥५१॥","athojjāyī
mukhaṃ saṃyamya nāḍībhyām ākr̥ṣya pavanaṃ śanaiḥ |
yathā lagati kaṇṭhāt tu hr̥dayāvadhi sasvanam || 2.51 ||","[2.51] Man lukker munden og trækker vejret roligt via de to
nādīer,[^88] således at der opstår lyd fra halsen til hjertet.","[2.51] Having closed the opening of the Nādī (Larynx), the air should be drawn in such a way that it goes touching from the throat to the chest, and making noise while passing.","[^88]: Iḍā- og Piṅgalā-kanalerne.",NA,NA
"2","52","पूर्ववत्कुम्भयेत्प्राणं रेचयेदिडया ततः ।
श्लेष्मदोषहरं कण्ठे दहानलविवर्धनम् ॥५२॥","pūrvavat kumbhayet prāṇaṃ recayed iḍayā tathā |
śleṣmadoṣaharaṃ kaṇṭhe dehānalavivardhanam || 2.52 ||","[2.52] Som tidligere beskrevet,[^89] bør yogien fastholde prāṇaen i en
kumbhaka, og derefter ånde ud via Iḍā. Slim og sygdomme i halsen fjernes
og kroppens forbrænding øges.","[2.52] It should be restrained, as before, and then let out through Idā (the left nostril). This removes śleṣmā (phlegm) in the throat and increases the appetite.","[^89]:",NA,NA
"2","53","नाडीजलोदराधातुगतदोषविनाशनम् ।
गच्छता तिष्ठ​ता कार्यमुज्जाय्याख्यं तु कुम्भकम् ॥५३॥","nāḍījalodarādhātugatadoṣavināśanam |
gacchatā tiṣṭhatā kāryam ujjāyy ākhyaṃ tu kumbhakam || 2.53 ||","[2.53] Således forsvinder væske i nādīerne, luft i maven og sygdomme i
kroppens elementer fjernes. Denne kumbhaka, som skal gøres stående eller
gående, kaldes Ujjāyī.
Dette er Sītkārīkumbhaka:","[2.53] It destroys the defects of the nādīs, dropsy and disorders of Dhātu (humours). Ujjāyī should be performed in all conditions of life, even while walking or sitting.",NA,NA,NA
"2","54","अथ सीत्कारी
सीत्कां कुर्यात्तथा वक्त्रे घ्रणेनैव विजृम्भिकाम् ।
एवमभ्यासयोगेन कामदेवो द्वितीयकः ॥५४॥","atha sītkārī
sītkāṃ kuryāt tathā vaktre ghrāṇenaiva vijr̥mbhikām |
evam abhyāsayogena kāmadevo dvitīyakaḥ || 2.54 ||","[2.54] Yogien bør trække vejret voldsomt ind gennem næsen, ned i
munden og derved frembringe lyden 'sīt'. Ved at praktisere yoga på denne
måde bliver han en ny Kāmadeva.[^90]","[2.54] Sītkārī is performed by drawing in the air through the mouth, keeping the tongue between the lips. The air thus drawn in should not be expelled through the mouth. By practising in this way, one becomes next to the God of Love in beauty.","[^90]: Kāmadeva, 'Kærlighedens gud', er guden for lidenskab, kærlighed og sex, der ofte identificeres med guden Śiva.",NA,NA
"2","55","योगिनीचक्रसम्मान्यः सृष्टिसंहारकारकः ।
न क्षुधा न तृषा निद्रा नैवालस्यं प्रजायते ॥५५॥","yoginīcakrasammānyaḥ[^91] sr̥ṣṭisaṃhārakārakaḥ |
na kṣudhā na tr̥ṣā nidrā naivālasyaṃ prajāyate || 2.55 ||","[2.55] Han bliver æret af yoginīerne; han skaber og ødelægger verden.
Ikke sult, heller ikke tørst eller søvn, ikke engang dovenskab
forekommer hos ham.","[2.55] He is regarded adorable by the Yoginīs and becomes the destroyer of the cycle of creation, He is not afflicted with hunger, thirst, sleep or lassitude.",NA,"[^91]: I nogle varianter af teksten (som anført i Lonāvlā-versionen note 134) finder vi sāmmānyaḥ i stedet for sammānyaḥ, hvorpå oversættelsen bliver den mere śākta (gudinde) orienterede: ""Han bliver lig yoginīerne"". Yoginīer henviser både til overnaturlige kvindelige væsener og nogle gange til jordiske kvinder, som indgår i en tantrisk rituel sammenhæng. Distinktionen mellem jordiske og guddommelige kvindelige væsener kan være udflydende.",NA
"2","56","भवेत्स्वच्छन्ददेहस्तु सर्वोपद्रववर्जितः ।
###### अनेन विधिना सत्यं योगीन्द्रो भूमिमण्डले ॥५६॥","bhavet svacchandadehas tu sarvopadravavarjitaḥ |
anena vidhinā satyaṃ yogīndro bhūmimaṇḍale || 2.56 ||","[2.56] Hans krop lystrer hans vilje og han bliver fri for alle
sygdomme. Ved hjælp af denne teknik bliver han i sandhed den ypperste
yogi på denne jord.
Dette er Śītalīkumbhaka:","[2.56] The Satwa of his body becomes free from all the disturbances. In truth, he becomes the lord of the Yogīs in this world.",NA,NA,NA
"2","57","अथ शीतली
जिह्वया वायुमाकृष्य पूर्ववत्कुम्भसाधनम् ।
शनकैर्घ्राणरन्ध्राभ्यां रेचयेत्पवनं सुधीः ॥५७॥","atha śītalī
jihvayā vāyum ākr̥ṣya pūrvavat kumbhasādhanam |
śanakair ghrāṇarandhrābhyāṃ recayet pavanaṃ sudhīḥ || 2.57 ||","[2.57] Efter at have trukket vejret via tungen og udført
kumbhakapraksissen som før beskrevet, ånder den vise langsomt ud gennem
begge næsebor.","[2.57] As in the above (Sītkári), the tongue to be protruded a little out of the lips, when the air is drawn in. It is kept confined, as before, and then expelled slowly through the nostrils.",NA,NA,NA
"2","58","गुल्मप्लीहादिकान्रोगान्ज्वरं पित्तं क्षुधां तृषाम् ।
विषाणि शीतली नाम कुम्भको ऽयं निहन्ति हि ॥५८॥","gulmaplīhādikān rogān jvaraṃ pittaṃ kṣudhāṃ tr̥ṣām |
viṣāṇi śītalī nāma kumbhako 'yaṃ nihanti hi || 2.58 ||","[2.58] Denne kumbhaka ved navn Śītalī nedkæmper hævede kirtler i maven
og sygdom i milten, feber, galdesyge, sult, tørst, gift og andre
dårligdomme.
Dette er Bhastrikākumbhaka","[2.58] This Śītalī Ḳumbhikā cures colic, (enlarged) spleen, fever, disorders of bile, hunger, thirst, and counteracts poisons.",NA,NA,NA
