"photo","chapter","verse","transliteration_with_image_change","transliteration","notes_parallels","notes_collation","translation_english","notes_sanskrit","notes_translation"
"ochs_000_000_002_amrtesatantram_000_037.jpg","8","3-6","yaṃ prāpya tanmayatvena bhavate hy ajarāmaraḥ yan na vāg vadate nityaṃ yan na dṛśyeta cakṣuṣā // 3 // yan na saṃśruyate karṇair nāsā yaś ca na jighrati na cāsvādayate jihvā na sparśeta tvagindriyam // 4 // na cetasā cintanīyaṃ sarvavarṇarasojjhitam sarvavarṇarasair yuktam aprameyam atīndriyam // 5 // yaṃ prāpya yogino devi bhavanti hy ajarāmarāḥ tad abhyāsena mahatā vairāgyena pareṇa ca // 6 //","yaṃ prāpya tanmayatvena bhavate hy ajarāmaraḥ yan na vāg vadate nityaṃ yan na dṛśyeta cakṣuṣā // 3 // yan na saṃśruyate karṇair nāsā yaś ca na jighrati na cāsvādayate jihvā na sparśeta tvagindriyam // 4 // na cetasā cintanīyaṃ sarvavarṇarasojjhitam sarvavarṇarasair yuktam aprameyam atīndriyam // 5 // yaṃ prāpya yogino devi bhavanti hy ajarāmarāḥ tad abhyāsena mahatā vairāgyena pareṇa ca // 6 //",NA,"3a yaṃ ] N1 N2 : yat ] K1 ; prāpya tanmayatvena ] N2 K1 : prāpya te tanmayatvena N1 3b bhavate ] N1 : bhavati K1 N2 4a yan na saṃśruyate N2 : yacca na śrūyate K1 4b yaś ca ] N1 : yañ caN2 ; yac ca K1 4c na cāsvādayate ] N1 :nacasvādayateN2;yannāsvādayateK1 4d nasparśeta ] N1N2 :naspṛśedyatK1 6a yaṃ ] N1N2 :yat K1","8.3-6. Having attained that [state, the Yogi] becomes ageless and deathless through identi- cation with it. It is that eternal which speech cannot express, that cannot be seen by the eye, that cannot be heard with the ears, that the nose cannot smell, that the tongue cannot taste, that the sense of touch cannot feel, that cannot be thought by the mind, freed from all colour and taste [yet it is] endowed with all colour and taste, immeasurable, [and] beyond the senses. When that is attained, O Goddess, the Yogis become free from old age and death through their exalted practice and supreme detachment.",NA,NA
"ochs_000_000_002_amrtesatantram_000_037.jpg","8","7-9","rāgadveṣaparityāgāl lobhamohakṣayāt priye madamātsaryasaṃtyāgān mānagarvatamokṣitāt // 7 // labhate śāśvato nityaṃ śivam avyayam uttamam nimiṣonmeṣamātraṃ tu yadi caivopalabhyate // 8 // tataḥ prabhṛti mukto'sau na punarjanmam āpnuyāt aṣṭāṃgena tu yogena prāpnuyān nānyathā kvacit // 9 //","rāgadveṣaparityāgāl lobhamohakṣayāt priye madamātsaryasaṃtyāgān mānagarvatamokṣitāt // 7 // labhate śāśvato nityaṃ śivam avyayam uttamam nimiṣonmeṣamātraṃ tu yadi caivopalabhyate // 8 // tataḥ prabhṛti mukto'sau na punarjanmam āpnuyāt aṣṭāṃgena tu yogena prāpnuyān nānyathā kvacit // 9 //",NA,"7a parityāgal ] N2 K1 : tyāgā N1 7d mānagarvatamokṣitāt ] N1 N2 : mānagarvatamaḥ kṣayāt K1 8a labhate śāśvato ] N1 N2 : labhyate śāśvataṃ K1 8c nimiṣonmeṣamātraṃ tu ] N1 N2 : nimeṣonmeṣamātreṇa K1 8d caivopalabhyate ] N1 N2 : cailopalabhyate K1 9b na punarjanmam āpnuyāt ] N1 : na punarjanma prāpnuyāt N2 ; na punarjanma cāpnūyāt K1 9d prāpnuyān ] N2 K1 : prāpnuyā N1","8.7-9. Due to the abandoning of passion and hate, due to the destruction of greed and delu- sion, O Beloved, due to the abandoning of intoxication and jealousy, [and] due to the de- struction of self-conceit and arrogance, [the Yogi] certainly attains the eternal, imperishable, supreme Śiva. If he attains [that] merely in the blink of an eye, then henceforth he is liber- ated and is not born again. He may attain [this realisation] by means of the eight limbed yoga and not otherwise.",NA,NA
"ochs_000_000_002_amrtesatantram_000_037.jpg","8","10","saṃsāre viratir nityaṃ yamaḥ param udāhṛtaḥ bhāvanā tu pare tat[t]ve nityaṃ niyama ucyate // 10 //","saṃsāre viratir nityaṃ yamaḥ param udāhṛtaḥ bhāvanā tu pare tat[t]ve nityaṃ niyama ucyate // 10 //",NA,"10a saṃsāre ] N1 N2 : saṃsārādK1 10b param ] N1N2 : paraK1 10c tatve ] N1N2 : tattve K1","8.10. Self-control (Yama) is said to be the end of the world of becoming, eternal [and] supreme. Restraint (Niyama) is constant meditation on the supreme reality.",NA,NA
"ochs_000_000_002_amrtesatantram_000_037.jpg","8","11","madhyamaprāṇam āśritya prāṇāpānau pathāntaram ālambya jñānaśaktiṃ ca tatsthaṃ caivāsanaṃ bhavet // 11 //","madhyamaprāṇam āśritya prāṇāpānau pathāntaram ālambya jñānaśaktiṃ ca tatsthaṃ caivāsanaṃ bhavet // 11 //",NA,"11a madhyama ] N1 N2 : madhyamam K1 11b prāṇāpānaupathāntaram ] N1 N2 : prāṇāpānapathāntaram K1 11d bhavet ] N1 N2 : labhet K1","8.11. Having settled into the middle breath, between the paths of exhalation and inhalation, supported by the power of knowledge, posture (Āsana) is abiding in that.",NA,"11a Kṣemarāja cites 8.11-18 in his commentary on the Śivasūtras 3.6 as does Varadaraja in his Śivasūtravārttikā."
"ochs_000_000_002_amrtesatantram_000_037.jpg","8","12-13ab","prāṇādisthūlabhāvaṃ tu tyaktvā sūkṣmaṃ pathāntaram sūkṣmātītaṃ tu paramaṃ spandanaṃ labhyate yataḥ // 12 // prāṇāyāmaḥ samuddiṣṭo yasmān na cyavate manaḥ","prāṇādisthūlabhāvaṃ tu tyaktvā sūkṣmaṃ pathāntaram sūkṣmātītaṃ tu paramaṃ spandanaṃ labhyate yataḥ // 12 // prāṇāyāmaḥ samuddiṣṭo yasmān na cyavate manaḥ",NA,"12b sūkṣmaṃ pathāntaram ] N1 N2 : sūkṣmam athāntaram K1 13a prāṇāyāmaḥ samudduiṣṭo ] N2 K1 : prāṇāyāmasamudduiṣṭo N1 13b manaḥ ] N1 N2 : punaḥ K1","8.12-13ab. Having abandoned the gross condition of the breath and so on, [he should] simi- larly [abandon] the subtle, inner path; after that he will attain the supreme vibration beyond the subtle. This is called breath control (Prāṇayāma) from which the mind does not move.",NA,NA
"ochs_000_000_002_amrtesatantram_000_038.jpg","8","13cd-14","śabdādiguṇavṛttir yā cetasā hy anubhūyate // 13 // tyaktvā tāṃ paramaṃ dhāma praviśet tat svacetasā pratyāhāram iti proktaṃ bhavapāśanikṛntanam // 14 //","śabdādiguṇavṛttir yā cetasā hy anubhūyate // 13 // tyaktvā tāṃ paramaṃ dhāma praviśet tat svacetasā pratyāhāram iti proktaṃ bhavapāśanikṛntanam // 14 //",NA,"14a tyaktvā tāṃ paramaṃ dhāma ] N1 N2 : tyaktvā tāṃ praviśed dhāmaK1 14b praviśet ] N1 N2 : paramaṃ K1 14c pratyāhāram iti proktaṃ ] N1 N2 : pratyāhāra iti prokto K1 14d bhavapāśanikṛntanam ] N1 N2 : bhavapāśanikṛntakaḥ K1","8.13cd-14. The uctuations of the qualities beginning with sound are experienced by the mind, abandoning which, [the Yogi] may enter the supreme place by his own mind. This is called 'withdrawal' (Pratyahāra) cutting the noose of becoming.",NA,NA
"ochs_000_000_002_amrtesatantram_000_038.jpg","8","15","dhīr guṇān samatiṃ kramya nirguṇaṃ cāvyayaṃ vibhum dhyātvā dhyeyaṃ svasaṃvedyaṃ dhyānaṃ tacca vidur budhāḥ // 15 //","dhīr guṇān samatiṃ kramya nirguṇaṃ cāvyayaṃ vibhum dhyātvā dhyeyaṃ svasaṃvedyaṃ dhyānaṃ tacca vidur budhāḥ // 15 //",NA,"15b nirguṇaṃ ] N1 N2 : nirdhyeyaṃ K1","8.15. Having gone beyond the intellect, the qualities, [and] the mind, meditating on the un- changing Lord without qualities, who is the object of meditation and re exive awareness, the wise know this to be 'meditation' (Dhyāna).",NA,NA
"ochs_000_000_002_amrtesatantram_000_038.jpg","8","16","dhāraṇā paramātmānaṃ dhāryate yena sarvadā dhāraṇā sā vinirdiṣṭā bhavabandhavināśinī // 16 //","dhāraṇā paramātmānaṃ dhāryate yena sarvadā dhāraṇā sā vinirdiṣṭā bhavabandhavināśinī // 16 //",NA,"16a paramātmānaṃ ] N1 N2 : paramātmatvaṃ K1","8.16. The supreme self is held by the 'supporting concentration' (Dhāraṇa) at all times. That supporting concentration' (Dhāraṇa) is de ned [here as] the destruction of the bond of be- coming.",NA,NA
"ochs_000_000_002_amrtesatantram_000_038.jpg","8","17","samas sarveṣu bhūteṣu ādhānaṃ cittavigraham samādhānam iti proktam anyathā lokadāṃbhikaṃ // 17 //","samas sarveṣu bhūteṣu ādhānaṃ cittavigraham samādhānam iti proktam anyathā lokadāṃbhikaṃ // 17 //",NA,"17a samas ] N1 : samaḥ N2 ; samam K1 17b ādhānaṃ cittavigrahaṃ ] N1 N2 : ādhāraṃ cittanigrahaḥ K1","8.17. The placing of consciousness equally in all beings is called 'absorption' (Samādhi).2 [This is the real meaning] otherwise people are befuddled.",NA,NA
"ochs_000_000_002_amrtesatantram_000_038.jpg","8","18","svaparastheṣu bhūteṣu jagaty asmin samānadhīḥ/ śivo'ham advitīyo'haṃ samādhis sa paras smṛtaḥ // 18 //","svaparastheṣu bhūteṣu jagaty asmin samānadhīḥ/ śivo'ham advitīyo'haṃ samādhis sa paras smṛtaḥ // 18 //",NA,"18d samādhis sa paras smṛtaḥ ] N1 : samādhiḥ sa paraḥ smṛtaḥN2 K1","8.18. Equal awareness among beings in this world is located in oneself and others. That which is recalled as the supreme absorption [is expressed in the statements] 'I am Śiva, I am without second.'",NA,"18d 18ab cited by Abhinavagupta in the Tantrāloka 1.13 and the Śivasūtravārttikā 3.6.18."
"ochs_000_000_002_amrtesatantram_000_038.jpg","8","19","samyaksvarūpaṃ saṃvedyaṃ saṃvidrūpaṃ svabhāvajaṃ svasaṃvedyaṃ svarūpaṃ ca samādhānaṃ paraṃ viduḥ // 19 //","samyaksvarūpaṃ saṃvedyaṃ saṃvidrūpaṃ svabhāvajaṃ svasaṃvedyaṃ svarūpaṃ ca samādhānaṃ paraṃ viduḥ // 19 //",NA,NA,"8.19. This is known as the supreme absorption, which is one's perfect essential nature, awareness, whose nature is consciousness, born from its own being, re exive awareness, one's own true nature.",NA,NA
"ochs_000_000_002_amrtesatantram_000_038.jpg","8","20","rāśibhyāṃ cijjaḍābhyāṃ ca vicārya nipuṇaṃ padam yad evaṃ śāśvataṃ rūpaṃ samādhānaṃ tu taṃ viduḥ // 20 //","rāśibhyāṃ cijjaḍābhyāṃ ca vicārya nipuṇaṃ padam yad evaṃ śāśvataṃ rūpaṃ samādhānaṃ tu taṃ viduḥ // 20 //",NA,"20c yad evaṃ ] N1 : yaṃdevaṃN2;yannityaṃK1 20d taṃ ] N1N2 : tad K1","8.20. Having discerned the absolute state in the mass of consciousness and unconscious [matter], [the wise] know that absorption to be the eternal nature.",NA,NA
"ochs_000_000_002_amrtesatantram_000_039.jpg","8","21-22ab","evam aṣṭāṅgayogena svabhāvasthaṃ paraṃ dhruvaṃ dṛṣṭvā vañcayate kālam amṛteśaṃ paraṃ vibhum // 21 // mṛtyujit sa bhaved devi na kālaḥ kalayec ca tam","evam aṣṭāṅgayogena svabhāvasthaṃ paraṃ dhruvaṃ dṛṣṭvā vañcayate kālam amṛteśaṃ paraṃ vibhum // 21 // mṛtyujit sa bhaved devi na kālaḥ kalayec ca tam",NA,NA,"8.21-22ab. Having rmly perceived the supreme [state], time is cheated and [he becomes] the Supreme Lord, the Deathless Lord. O Goddess, he becomes the the Conqueror of Death and time does not bind him.",NA,NA
"ochs_000_000_002_amrtesatantram_000_039.jpg","8","22cd-23","tattvaṣaṭtriṃśatas tyāgād bhuvanānantyavarjanāt // 22 // ekāśītipadordhvaṃ vai varṇapañcāśataḥ param vyāpakaṃ sarvatantreṣu sarveṣv eva hi jīvanam // 23 //","tattvaṣaṭtriṃśatas tyāgād bhuvanānantyavarjanāt // 22 // ekāśītipadordhvaṃ vai varṇapañcāśataḥ param vyāpakaṃ sarvatantreṣu sarveṣv eva hi jīvanam // 23 //",NA,"23c sarvatantreṣu ] N1 N2 : sarvamantreṣu K1","8.22cd-23. Due to renouncing the thirty six categories and jettisoning the in nite worlds, [the Yogi] is beyond the eighty rst word and higher than the fty phonemes. He pervades all Tantras3 .",NA,NA
"ochs_000_000_002_amrtesatantram_000_039.jpg","8","24-25ab","aṣṭātriṃśatkalordhvaṃ tu sarvāntas sarvamadhyagaḥ ādimadhyaṃ na caivāntam labhyate yasya kasyacit // 24 // tam aprameyam atulaṃ prāpya sarvaṃ na vidyate","aṣṭātriṃśatkalordhvaṃ tu sarvāntas sarvamadhyagaḥ ādimadhyaṃ na caivāntam labhyate yasya kasyacit // 24 // tam aprameyam atulaṃ prāpya sarvaṃ na vidyate",NA,"24b sarvāntas sarvamadhyagaḥ ] N1 N2 : sarvāntaḥ sarva- madhyagam K1 24c ādimadhyam na caivāntaṃ ] N1 N2 : ādirmadhyam na caivānto K1 24d kasycit ] N1 N2 : kenacit K1 25a tam ] N1 N2 : tad K1 25b vidyate ] N1 N2 : labhyate K1","8.24-25ab. [The Yogi] is beyond the thirty eight powers [Kalādhvan], at the end of every- thing, in the middle of everything. Nobody will reach the beginning, middle and end who, having attained immeasurable equality, does not exist in everything.",NA,NA
"ochs_000_000_002_amrtesatantram_000_039.jpg","8","25cd-26","yenaikena jagat sarvaṃ anameyena pūritam // 25 // taṃ jñātvā mucyate kṣipraṃ ghorāt saṃsārabandhanāt tat[t]vatrayavinirmuktaṃ śāśvataṃ hy ācalaṃ dhruvam // 26 //","yenaikena jagat sarvaṃ anameyena pūritam // 25 // taṃ jñātvā mucyate kṣipraṃ ghorāt saṃsārabandhanāt tat[t]vatrayavinirmuktaṃ śāśvataṃ hy ācalaṃ dhruvam // 26 //",NA,"25d sarvam anameyena
 ] N1 N2 : sarvaprameyena K1 26a taṃ ] N1N2

taj K1 26c tatva- ] N1N2 tattva- K1 26d hy ācalaṃ] N1N2 cācalaṃ K1","8.25cd-26. This entire universe is lled by that one who is immeasurable. Having known him [the person] is released in an instant from the terrible bondage of the cycle of reincar- nation, freed from the three categories,4 eternal, unmoving and stable.",NA,NA
"ochs_000_000_002_amrtesatantram_000_039.jpg","8","27","divyena yogamārgeṇa dṛṣṭvā bhūyo na jāyate sarvendriyavinirmuktam viśvarūpam anāmayam // 27 //","divyena yogamārgeṇa dṛṣṭvā bhūyo na jāyate sarvendriyavinirmuktam viśvarūpam anāmayam // 27 //",NA,"27d viśvarūpam anāmayaṃ ] N1 N2 : avedyaṃ cāpyanāmayam K1","8.27. Having perceived [the truth] by the divine path of yoga, one is not born again, liberated from all the senses, free from disease and having many forms.",NA,NA
"ochs_000_000_002_amrtesatantram_000_039.jpg","8","28","paramātmasvarūpaṃ tu sarvopādhivivarjitam caitanyam ātmano rūpaṃ sarvaśāstreṣu kathyate // 28 //","paramātmasvarūpaṃ tu sarvopādhivivarjitam caitanyam ātmano rūpaṃ sarvaśāstreṣu kathyate // 28 //",NA,NA,"8.28. The essence of the supreme self, freed from all attributes, consciousness whose nature is the self, is told in all the scriptures.",NA,NA
"ochs_000_000_002_amrtesatantram_000_039.jpg","8","29","nirmalaṃ na bhaved devi yāvac chaktyā na śodhitam dīkṣājñānāgninā śodhyam ātmānaṃ caiva nirmalam // 29 //","nirmalaṃ na bhaved devi yāvac chaktyā na śodhitam dīkṣājñānāgninā śodhyam ātmānaṃ caiva nirmalam // 29 //",NA,"29a śodhi- tam ] N1 N2 : bodhitaṃ K1 29c dīkṣājñānāgninā ] N1 N2 : dīkṣājñānādinā K1","8.29. As long as one is not puri ed by power, O Goddess, one does not become stainless. Be- ing puri ed by the re of knowledge [brought about by] initiation,5 the self becomes stain- less.",NA,NA
"ochs_000_000_002_amrtesatantram_000_040.jpg","8","30","ye vindanti na caivānyaṃ vindanti paramaṃ padam tenātmopāsakāś caiva gacchanti paramaṃ padaṃ // 30 //","ye vindanti na caivānyaṃ vindanti paramaṃ padam tenātmopāsakāś caiva gacchanti paramaṃ padaṃ // 30 //",NA,"30a vindanti ] N1 N2 : vadanti K1 30b padam ] N1 N2 : śivam K1 30c tenātmopāsakāścaiva ] N1 N2 : ātmopāsakāḥ śaive K1 30d gacchanti paramaṃ padam ] N1 N2 : na gacchanti param śivaṃ K1","8.30. Those who nd another, they do not nd the supreme condition. Those worshippers of the self go to the highest condition.6",NA,NA
"ochs_000_000_002_amrtesatantram_000_040.jpg","8","31-32ab","yadā tu paramaśaktis sarvajñādiguṇānvitā āpādādivikāsinyā na vikāmyeti nirmalā // 31 // yāvan na nirmalo hy ātmā baddhaḥ śaive tad ucyate","yadā tu paramaśaktis sarvajñādiguṇānvitā āpādādivikāsinyā na vikāmyeti nirmalā // 31 // yāvan na nirmalo hy ātmā baddhaḥ śaive tad ucyate",NA,"31a yadā tu paramaśaktis ] N1 : paramaśaktiḥ N2 ; yadvā tu paramāśaktiḥ K1 31b sarvajñādiguṇānvitā ] K1 N2 : sarvajñadiṣu guṇānvitā N1 31d vikāmyeti ] N1 N2 : vikāsyeta K1 32a yāvan ] N1 N2 : tāvan K1","8.31-32ab. As long as the highest power, possessing all qualities of omniscience and so on, expanding [through the body] from the foot, is not pure, so long the impure self is bound; this is told in Śaiva [scriptures].",NA,"31d I take vikāmyeti to be vikāmyāiti, tha tis,instrumental singular agreeing with vikāsinyā. But this is not attested elsewhere and the meaning is unclear. The Kashmiri vikāsyeta, third person singular optative ātmanepada verb, is perhaps an attempt to clarify it."
"ochs_000_000_002_amrtesatantram_000_040.jpg","8","32cd-33ab","yatra sthaḥ puruṣaḥ sarvaṃ vet[t]y atītam anāgatam // 32 // sanniyamyendriyagrāmaṃ tattattvaṃ śaktilakṣaṇam","yatra sthaḥ puruṣaḥ sarvaṃ vet[t]y atītam anāgatam // 32 // sanniyamyendriyagrāmaṃ tattattvaṃ śaktilakṣaṇam",NA,"32d vety ] N1 N2 : vetty K1 ; anāgatam ] N1 K1 : anogatam N2","8.32cd-33ab. Where the person, established [in the highest] with his group of senses re- strained, knows everything, past [and] future [he knows] the reality as being characterised by power.",NA,NA
"ochs_000_000_002_amrtesatantram_000_040.jpg","8","33cd-34ab","yatra yatra bhaved icchā jñānaṃ vāpi pravartate // 33 // kṛyākṛtyasvarūpā vā tattattvaṃ śaktilakṣaṇam","yatra yatra bhaved icchā jñānaṃ vāpi pravartate // 33 // kṛyākṛtyasvarūpā vā tattattvaṃ śaktilakṣaṇam",NA,"34a kṛyākṛtyasvarūpā ] N1 K1 : kṛtyākṛtyas- varūpaṃN2 kriyākṛtyasvarūpā K1","8.33cd-34ab. Wherever will or knowledge arise, whose own nature is action to be done, that reality is characterised by power.",NA,NA
"ochs_000_000_002_amrtesatantram_000_040.jpg","8","34cd-35","vyāpakasya sato devi cidrūpasyātmanaḥ śivāt // 34 // prasaraty adbhutānandā sā śaktiḥ paramā smṛtā viprasārya tavātmānaṃ sarvajñādiguṇair guṇī // 35 //","vyāpakasya sato devi cidrūpasyātmanaḥ śivāt // 34 // prasaraty adbhutānandā sā śaktiḥ paramā smṛtā viprasārya tavātmānaṃ sarvajñādiguṇair guṇī // 35 //",NA,"34c sato ] N1 N2 : yatoK1 35c tavātmānaṃ ] N1 N2 : tamātmānaṃ K1","8.34cd-35. O Goddess, [within the Yogi] whose self has the nature of all pervading con- sciousness, wondrous joy ows from Śiva. That Power is known as the supreme. Expanding himself in this way [the Yogi] becomes the possessor of qualities such as omniscience and so on.",NA,NA
"ochs_000_000_002_amrtesatantram_000_040.jpg","8","36","sābhāsaḥ kathyate devi śivaḥ paramakāraṇaḥ sarvajñaḥ paritṛptaś ca yaś ca bodho hy anādimān // 36 //","sābhāsaḥ kathyate devi śivaḥ paramakāraṇaḥ sarvajñaḥ paritṛptaś ca yaś ca bodho hy anādimān // 36 //",NA,"36b paramakāraṇaḥ ] N1 N2 : paramakāraṇam K1 36d yaśca ] N1 N2 : yasya K1","8.36. O Goddess, [such a Yogi] is called Śiva, the shining one, the supreme cause, all know- ing and completely satis ed, and who is awakened without beginning.",NA,NA
"ochs_000_000_002_amrtesatantram_000_041.jpg","8","37","svatantro hy apraluptaś ca yaś ca vānantaśaktitaḥ śaktimān guṇabhedena saguṇān vindate guṇī // 37 //","svatantro hy apraluptaś ca yaś ca vānantaśaktitaḥ śaktimān guṇabhedena saguṇān vindate guṇī // 37 //",NA,"37d svaguṇān ] K1 : saguṇān N1 N2","8.37. He is free and not lost, whose Power is endless. Being the possessor of Power, he nds his qualities by being the possessor of quality through diﬀerentiating the qualities.7",NA,NA
"ochs_000_000_002_amrtesatantram_000_041.jpg","8","38","pṛthagbhedavibhedena nānātvaṃ vicared iha/ sarvābhāsa iti prokto nirābhāsas tu kathyate // 38 //","pṛthagbhedavibhedena nānātvaṃ vicared iha/ sarvābhāsa iti prokto nirābhāsas tu kathyate // 38 //",NA,"38b vicared ] N1 N2 : vimṛśed K1 38c sarvābhāsa ] N1 N2 : sa sābhāsa K1","8.38. [The Yogi] re ects here on multiplicity by diﬀerentiating diﬀerent parts, which is called the manifestation of all. But I will [now] tell about the one free from manifestation.",NA,NA
"ochs_000_000_002_amrtesatantram_000_041.jpg","8","39","nāham asmi na caivanyo nirābhāso yathā bhavet/ sāvasthā paramā proktā śivasya paramātmanaḥ // 39 //","nāham asmi na caivanyo nirābhāso yathā bhavet/ sāvasthā paramā proktā śivasya paramātmanaḥ // 39 //","39a ≈ Tantrālokaviveka 29.64: nāham asmi nacānyo'sti kevalāḥ śaktayas tv aham.","39a na caivanyo ] N1 N2 : na cānyo'sti K1 39b nirābhāso yathā ] N1 N2 : nirābhāsas tadā K1","8.39. Beyond manifestation [means] that 'I am not and there is no other.' This state of the supreme self of Śiva is called the highest.",NA,NA
"ochs_000_000_002_amrtesatantram_000_041.jpg","8","40","nāham asmi na cānyo'sti dhyeyaṃ cātra na vidyate / ānandapadasaṃlīnaṃ jñānaṃ samarasīgatam // 40 //","nāham asmi na cānyo'sti dhyeyaṃ cātra na vidyate / ānandapadasaṃlīnaṃ jñānaṃ samarasīgatam // 40 //",NA,"40d jñānaṃ ] N1 N2 : manaḥ K1","8.40. With 'I am not and there is no other' there is no object of meditation here; [the Yogi's] cognition has gone to the sameness of avour [with Śiva], dissolved in the condition of joy.",NA,NA
"ochs_000_000_002_amrtesatantram_000_041.jpg","8","41","nordhve dhyānaṃ prayuñjīta nādhastān na ca madhyataḥ / nāgrataḥ pṛṣṭhataḥ kiñcit pārśvayor ubhayor api // 41 //","nordhve dhyānaṃ prayuñjīta nādhastān na ca madhyataḥ / nāgrataḥ pṛṣṭhataḥ kiñcit pārśvayor ubhayor api // 41 //",NA,NA,"8.41. He should not direct meditation upwards, not downwards and not in the middle, not in front nor behind, nor even on either side.",NA,NA
"ochs_000_000_002_amrtesatantram_000_041.jpg","8","42","nāntaḥśarīrasaṃsthan tu na bāhyaṃ bhāvayet kvacit/ nākāśe bandhayte lakṣyaṃ nādho dṛṣṭiṃ niveśayet // 42 //","nāntaḥśarīrasaṃsthan tu na bāhyaṃ bhāvayet kvacit/ nākāśe bandhayte lakṣyaṃ nādho dṛṣṭiṃ niveśayet // 42 //",NA,"42a nāntaḥśarīrasaṃsthan tu ] N1 N2 : nāntaḥśarīrasaṃsthāne K1 42b bāhyaṃ ] N1N2 : bāhyeK1 42c bandhyate ] N1N2 : N2;bandhayelK1","8.42. [The Yogi] should not meditate on anything placed within the body nor outside. He should not bind [the attention] to an object in space, nor x the sight downward.",NA,NA
"ochs_000_000_002_amrtesatantram_000_042.jpg","8","43","na cākṣur mīlanaṃ kiñcin na kiñcid dṛṣṭibandhanam/ avalambaṃ nirālambaṃ sāvalambaṃ na bhāvayet // 43 //","na cākṣur mīlanaṃ kiñcin na kiñcid dṛṣṭibandhanam/ avalambaṃ nirālambaṃ sāvalambaṃ na bhāvayet // 43 //",NA,"43a cākṣur ] N1N2 : cakṣṇorK1 43b kiñcin na ] K1 N2 : kiṃci na N1 43d sāvalambaṃ na bhāvayet ] N1 N2 : sālambaṃ na ca bhāvayet K1","8.43. He should not meditate with closed eyes nor xing the gaze, resting on a support or on no support.",NA,NA
"ochs_000_000_002_amrtesatantram_000_042.jpg","8","44","nendriyāṇi [na] bhūtāni śabdasparśarasānā/ sarvaṃ tyaktvā samādhisthaḥ kevalan tanmayo bhavet // 44 //","nendriyāṇi [na] bhūtāni śabdasparśarasānā/ sarvaṃ tyaktvā samādhisthaḥ kevalan tanmayo bhavet // 44 //",NA,"44b śabdasparśarasānā ] N1 N2 : śabdasparśarasādi yat K1 44d kevalan tanmayo bhavet ] N2 K1 : kevalan mayo bhavet N1","8.44. [The Yogi should not meditate on] the senses, nor the elements, nor on [the objects of the senses] sound, touch, and taste. Abandoning everything, established in concentration, [the Yogi] becomes only made of that [reality].",NA,"44a N1 has missed out na. N2 has a hiatus between bhūtāni and śabda... and omits na except for a short line. The verse is unmetrical in N1."
"ochs_000_000_002_amrtesatantram_000_042.jpg","8","45","sāvasthā paramā proktā śivasya paramātmanaḥ/ nirābhāsapade taṃ tu taṃ prāpya vinivartate // 45 //","sāvasthā paramā proktā śivasya paramātmanaḥ/ nirābhāsapade taṃ tu taṃ prāpya vinivartate // 45 //",NA,"45b śivasya ] N1N2 : parasya K1 45c nirābhāsapadetaṃ ] N1N2 : nirābhāsaṃ padaṃ tat K1 45d taṃ ] N1N2: tat K1","8.45. This is called the supreme state of the highest self of Śiva. Having attained that, the condition beyond manifestation, [the Yogi] turns away [from the cycle of reincarnation].",NA,NA
"ochs_000_000_002_amrtesatantram_000_042.jpg","8","46","evaṃ bhāvitām ātmānam ātmano bhāvanābalāt/ sa bhavet paramaṃ śāntaṃ śivam atyantanirmalam // 46 //","evaṃ bhāvitām ātmānam ātmano bhāvanābalāt/ sa bhavet paramaṃ śāntaṃ śivam atyantanirmalam // 46 //",NA,"46a evaṃ bhāvitām ātmānam ] N1N2: bhāvayed evam ātmānam K1 46c bhavet ] N1N2: gacchet K1","8.46. In this way [the Yogi] should meditate on the self through the powerful meditation on the self. He [then] becomes the supreme tranquillity that is Śiva, the transcendent purity.",NA,NA
"ochs_000_000_002_amrtesatantram_000_042.jpg","8","47","tad ekatattvaṃ sarvatra bhavate mṛtyujicchivam / savāmṛtīśaṃ paramaṃ tṛtīyaṃ padam uttamam // 47 //","tad ekatattvaṃ sarvatra bhavate mṛtyujicchivam / savāmṛtīśaṃ paramaṃ tṛtīyaṃ padam uttamam // 47 //",NA,"47c savāmṛtīśaṃ ] N1 : śavāmṛteśaṃ N2 ; taccāmṛteśaṃ K1","8.47. That is the one reality everywhere, Śiva who is the Conqueror of Death, the highest Lord of Immortality, the third,8 the highest state.",NA,"47c N2 corrects śavāmṛtīśaṃ to śavāmṛteśaṃ."
"ochs_000_000_002_amrtesatantram_000_042.jpg","8","48","ākhyātaṃ tava deveśi kim anyat kathayāmi te/ evaṃ mṛtyujitāt sarvaṃ vyāptaṃ jñātvā vimucyate // 48 //","ākhyātaṃ tava deveśi kim anyat kathayāmi te/ evaṃ mṛtyujitāt sarvaṃ vyāptaṃ jñātvā vimucyate // 48 //",NA,"48c mṛtyunjitāt ] N1 N2 : mṛtyunjitā K1 48d vyāptaṃ jñātvā ] N1 N2 : dhyātvā vyāptaṃ K1","8.48. I have made [this] known to you, O Goddess, what else can I tell you? In this way, hav- ing known the all pervading one, [the Yogi] is freed due to the Conqueror of Death [mantra].",NA,NA
